PMCID	PMID	Title	Journal	Publication_Date	Image_Number
PMC4635584	26545734	Actions following adverse drug events &#x02013; how do these influence uptake and utilisation of newer and/or similar medications?	BMC Health Services Research	2015-11-06	1733
PMC9689275	36429305	Enhancing Antioxidants Extraction from Agro-Industrial By-Products by Enzymatic Treatment	Foods	2022-11-18	1734
PMC4415257	25903471	Which factors influence the resort to surrogate consent in stroke trials, and what are the patient outcomes in this context?	BMC Medical Ethics	2015-04-24	1735
PMC8637124	34869296	Visible Light-Activated Carbon Dots for Inhibiting Biofilm Formation and Inactivating Biofilm-Associated Bacterial Cells	Frontiers in Bioengineering and Biotechnology	2021-11-18	1736
PMC8396311	34445529	Development of a Rapid Fluorescent Diagnostic System to Detect Subtype H9 Influenza A Virus in Chicken Feces	International Journal of Molecular Sciences	2021-08-17	1737
PMC7708330	33312178	MAFB and MAF Transcription Factors as Macrophage Checkpoints for COVID-19 Severity	Frontiers in Immunology	2020-11-18	1738
PMC4848484	27121191	Cancer stem cells are underestimated by standard experimental methods in clear cell renal cell carcinoma	Scientific Reports	2016-04-28	1739
PMC3707888	23874387	Transcriptional Repression of Bim by a Novel YY1-RelA Complex Is Essential for the Survival and Growth of Multiple Myeloma	PLoS ONE	2013-07-10	1740
PMC6790367	31004558	Genome&#x02010;wide association analyses reveal the genetic basis of combining ability in rice	Plant Biotechnology Journal	2019-11-29	1741
PMC4335562	25705127	Antioxidant and anti-inflammatory activity of Ocimum labiatum extract and isolated labdane diterpenoid	Journal of Inflammation (London, England)	2015-01-20	1742
PMC7824108	33396791	Development of Tandem Mass Tag Labeling Method for Lipid Molecules Containing Carboxy and Phosphate Groups, and Their Stability in Human Serum	Metabolites	2020-12-30	1743
PMC6821786	31708840	The Mediating Role of Coping Styles on Impulsivity, Behavioral Inhibition/Approach System, and Internet Addiction in Adolescents From a Gender Perspective	Frontiers in Psychology	2019-10-24	1744
PMC8705691	34947247	Experimental and Numerical Studies on the Behaviors of Autoclaved Aerated Concrete Panels with Insulation Boards Subjected to Wind Loading	Materials	2021-12-12	1745
PMC9771385	36568580	Interpretable machine learning for predicting pathologic complete response in patients treated with chemoradiation therapy for rectal adenocarcinoma	Frontiers in Artificial Intelligence	2022-12-07	1746
PMC4802843	27004516	Microglial migration and interactions with dendrimer nanoparticles are altered in the presence of neuroinflammation	Journal of Neuroinflammation	2016-03-22	1747
PMC9317966	35552369	Structure-function analysis of the AMPK activator SC4 and identification of a potent pan AMPK activator	Biochemical Journal	2022-06-08	1748
PMC7830664	33467761	Recommendations for Standardizing Thorax PET&#x02013;CT in Non-Human Primates by Recent Experience from Macaque Studies	Animals : an Open Access Journal from MDPI	2021-01-15	1749
PMC6252353	30510544	Distribution of Transferable Antibiotic Resistance Genes in Laboratory-Reared Edible Mealworms ( L.)	Frontiers in Microbiology	2018-11-19	1750
PMC5611777	28979576	Effect of 10% Strontium Chloride and 5% Potassium Nitrate with Fluoride on Bleached Bovine Enamel	The Open Dentistry Journal	2017-08-31	1751
PMC9519056	36188226	Prognostic and immunotherapeutic significance of mannose receptor C type II in 33 cancers: An integrated analysis	Frontiers in Molecular Biosciences	2022-09-14	1752
PMC4709771	26839565	Epigenetic Reprogramming of Muscle Progenitors: Inspiration for Clinical Therapies	Stem Cells International	2016-12-29	1753
PMC7905500	33625511	Association of Opioid Use Disorder Treatment With Alcohol-Related Acute Events	JAMA Network Open	2021-02-24	1754
PMC4336733	25888410	Are the current MRI criteria using the DWI-FLAIR mismatch concept for selection of patients with wake-up stroke to thrombolysis excluding too many patients?	Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine	2015-02-19	1755
PMC6231684	30419063	Predicting functional networks from region connectivity profiles in task-based versus resting-state fMRI data	PLoS ONE	2018-11-12	1756
PMC7233593	32421743	The impact of knowledge transfer performance on the artificial intelligence industry innovation network: An empirical study of Chinese firms	PLoS ONE	2020-05-18	1757
PMC8524086	34675851	Online Learning Satisfaction During COVID-19 Pandemic Among Chinese University Students: The Serial Mediation Model	Frontiers in Psychology	2021-10-05	1758
PMC7696005	33202764	Impact of COVID-19 on the Hong Kong Youth Quitline Service and Quitting Behaviors of Its Users	International Journal of Environmental Research and Public Health	2020-11-13	1759
PMC6123736	30271910	Protein-enriched outer membrane vesicles as a native platform for outer membrane protein studies	Communications Biology	2018-04-05	1760
PMC3462128	22871112	PKMiner: a database for exploring type II polyketide synthases	BMC Microbiology	2012-08-08	1761
PMC8656656	34885156	Oxidative Distress Induces Wnt/&#x003b2;-Catenin Pathway Modulation in Colorectal Cancer Cells: Perspectives on APC Retained Functions	Cancers	2021-11-30	1762
PMC6439465	30968012	Modulation of Excited State Property Based on Benzo[a, c]phenazine Acceptor: Three Typical Excited States and Electroluminescence Performance	Frontiers in Chemistry	2019-03-22	1763
PMC9059919	37520275	Cold Spray: Over 30 Years of Development Toward a Hot Future	Journal of Thermal Spray Technology	2022-05-02	1764
PMC5970454	29801455	Identification and characterization of microRNAs in the pituitary of pubescent goats	Reproductive Biology and Endocrinology : RB&#x00026;E	2018-05-25	1765
PMC9251073	35795765	Personalized Recommendation Algorithm of Smart Tourism Based on Cross-Media Big Data and Neural Network	Computational Intelligence and Neuroscience	2022-06-26	1766
PMC8200818	34136410	SPECT/CT Imaging, Biodistribution and Radiation Dosimetry of a Lu-DOTA-Integrin &#x003b1;v&#x003b2;6 Cystine Knot Peptide in a Pancreatic Cancer Xenograft Model	Frontiers in Oncology	2021-05-31	1767
PMC9644490	36348459	A novel homozygous mutation in  gene causing autosomal recessive non-syndromic intellectual disability	BMC Medical Genomics	2022-11-08	1768
PMC7248700	32384782	Solid Concentration Estimation by Kalman Filter	Sensors (Basel, Switzerland)	2020-05-06	1769
PMC6359526	30609692	Preparation of PVA-Based Hollow Fiber Ion-Exchange Membranes and Their Performance for Donnan Dialysis	Membranes	2019-01-02	1770
PMC8277236	34267651	Analysis of Suspension of Clinical Trials for Drug Registration in China	Frontiers in Pharmacology	2021-06-29	1771
PMC7543094	33071961	GFR&#x003b1; 1-2-3-4 co-receptors for RET Are co-expressed in Pituitary Stem Cells but Individually Retained in Some Adenopituitary Cells	Frontiers in Endocrinology	2020-09-24	1772
PMC5520408	28595327	Parallel Evolution of Metazoan Mitochondrial Proteins	Genome Biology and Evolution	2017-02-14	1773
PMC8547151	34329403	miR825-5p targets the TIR-NBS-LRR gene  in Arabidopsis	Journal of Experimental Botany	2021-07-30	1774
PMC6093927	30111859	Three-stage processing of category and variation information by entangled interactive mechanisms of peri-occipital and peri-frontal cortices	Scientific Reports	2018-08-15	1775
PMC5862796	29599769	Trib1 Is Overexpressed in Systemic Lupus Erythematosus, While It Regulates Immunoglobulin Production in Murine B Cells	Frontiers in Immunology	2018-03-15	1776
PMC3898805	24297508	STAT3 activation in HER2-overexpressing breast cancer promotes epithelial-mesenchymal transition and cancer stem cell traits	International Journal of Oncology	2013-11-29	1777
PMC7747730	33335209	The effect of different fuels and clads on neutronic calculations in a boiling water reactor using the Monte Carlo method	Scientific Reports	2020-12-17	1778
PMC9770593	36561641	Mediating effect of pubertal stages on the family environment and neurodevelopment: An open-data replication and multiverse analysis of an ABCD Study	Neuroimage. Reports	2022-12-18	1779
PMC4910345	27375879	2-[(1)-({[(Benzyl&#x000ad;sulfan&#x000ad;yl)methane&#x000ad;thio&#x000ad;yl]amino}&#x000ad;imino)&#x000ad;meth&#x000ad;yl]-6-meth&#x000ad;oxy&#x000ad;phenol: crystal structure and Hirshfeld surface analysis	Acta Crystallographica Section E: Crystallographic Communications	2016-03-18	1780
PMC4176085	25309331	Synaptic function is modulated by LRRK2 and glutamate release is increased in cortical neurons of G2019S LRRK2 knock-in mice	Frontiers in Cellular Neuroscience	2014-09-26	1781
PMC7374158	32694535	Impact of PepT1 deletion on microbiota composition and colitis requires multiple generations	NPJ Biofilms and Microbiomes	2020-07-21	1782
PMC5042906	28330283	Multiplex PCR for simultaneous identification of  in food	3 Biotech	2016-12-24	1783
PMC6163848	30149678	New DoS Defense Method Based on Strong Designated Verifier Signatures	Sensors (Basel, Switzerland)	2018-08-26	1784
PMC7582951	33020464	The ALS-Related &#x003c3;1R E102Q Mutant Eludes Ligand Control and Exhibits Anomalous Response to Calcium	International Journal of Molecular Sciences	2020-10-04	1785
PMC8497604	34620915	Digital signatures for early traumatic brain injury outcome prediction in the intensive care unit	Scientific Reports	2021-10-07	1786
PMC9740957	36502127	Inhalation Injury Grading Using Transfer Learning Based on Bronchoscopy Images and Mechanical Ventilation Period	Sensors (Basel, Switzerland)	2022-12-02	1787
PMC5091829	27312740	The Effects of Vortioxetine on Cognitive Function in Patients with Major Depressive Disorder: A Meta-Analysis of Three Randomized Controlled Trials	International Journal of Neuropsychopharmacology	2016-06-15	1788
PMC6567333	31091810	A Novel Approach for Lidar-Based Robot Localization in a Scale-Drifted Map Constructed Using Monocular SLAM	Sensors (Basel, Switzerland)	2019-05-14	1789
PMC7007144	32159006	Current and Future Disease Burden From Ambient Ozone Exposure in India	GeoHealth	2018-11-13	1790
PMC8452435	34552805	A Practical Method for Determination of Nine Nucleosides in  by UPLC/MS and Quantitative Analysis of Multicomponents Using Single Marker Method	Journal of Analytical Methods in Chemistry	2021-09-11	1791
PMC5314378	28211523	PEDF mediates pathological neovascularization by regulating macrophage recruitment and polarization in the mouse model of oxygen-induced retinopathy	Scientific Reports	2017-02-17	1792
PMC6341054	30446901	Lower expression of Bax predicts poor clinical outcome in patients with glioma after curative resection and radiotherapy/chemotherapy	Journal of Neuro-Oncology	2019-11-16	1793
PMC3968060	24676350	Evidence of an Overweight/Obesity Transition among School-Aged Children and Youth in Sub-Saharan Africa: A Systematic Review	PLoS ONE	2014-03-27	1794
PMC7037002	32013272	Thymol Chemotype  L. Essential Oil as a Potential Selective Bio-Based Herbicide on Monocot Plant Species	Molecules	2020-01-29	1795
PMC8306762	34209108	Transport Reagents through the Pore Structure of a Membrane Catalyst under Isothermal and Non-Isothermal Conditions	Membranes	2021-06-30	1796
PMC8508384	34638269	Quantifying the Effects of Medical Examination and Possible Risk Factors against the Incidence of Cervical Cancer in a Low Human Papillomavirus Vaccination Coverage: An Ecological Study in Japan	Cancers	2021-09-24	1797
PMC4493961	25990560	Injury characteristics and outcome of road traffic accident among victims at Adult Emergency Department of Tikur Anbessa specialized hospital, Addis Ababa, Ethiopia: a prospective hospital based study	BMC Emergency Medicine	2015-05-20	1798
PMC5427148	28553224	Docking Studies and Biological Evaluation of a Potential &#x003b2;-Secretase Inhibitor of 3-Hydroxyhericenone F from	Frontiers in Pharmacology	2017-05-12	1799
PMC5737457	28953192	Brain oscillations reflecting pain-related behavior in freely moving rats	Pain	2018-01-25	1800
PMC3310836	22457629	Thriving under Stress: Selective Translation of HIV-1 Structural Protein mRNA during Vpr-Mediated Impairment of eIF4E Translation Activity	PLoS Pathogens	2012-03-22	1801
PMC6360729	30717792	The utility of MRI histogram and texture analysis for the prediction of histological diagnosis in head and neck malignancies	Cancer Imaging	2019-02-04	1802
PMC8006989	33780482	A protein structural study based on the centrality analysis of protein sequence feature networks	PLoS ONE	2021-03-29	1803
PMC5028875	27698673	Suboptimal Clinical Documentation in Young Children with Severe Obesity at Tertiary Care Centers	International Journal of Pediatrics	2016-09-06	1804
PMC4282781	25060703	Relaxing the independent censoring assumption in the Cox proportional hazards model using multiple imputation	Statistics in Medicine	2014-11-30	1805
PMC3338420	22558185	Mapping the Interactions between a RUN Domain from DENND5/Rab6IP1 and Sorting Nexin 1	PLoS ONE	2012-04-25	1806
PMC7434858	32903414	lnc-REG3G-3-1/miR-215-3p Promotes Brain Metastasis of Lung Adenocarcinoma by Regulating Leptin and SLC2A5	Frontiers in Oncology	2020-08-12	1807
PMC6024751	29925775	Inulin Supplementation Does Not Reduce Plasma Trimethylamine -Oxide Concentrations in Individuals at Risk for Type 2 Diabetes	Nutrients	2018-06-20	1808
PMC5804091	29415742	H19 knockdown suppresses proliferation and induces apoptosis by regulating miR-148b/WNT/&#x003b2;-catenin in ox-LDL -stimulated vascular smooth muscle cells	Journal of Biomedical Science	2018-02-07	1809
PMC5643015	29114401	Aligner optimization increases accuracy and decreases compute times in multi-species sequence data	Microbial Genomics	2017-07-08	1810
