Image_Number	PMCID	PMID	Title	Journal	Publication_Date	visually detect problem colors (Shades of red, green, and orange)	Contrasts mitigate problem	Labels mitigate problem	Distance mitigates problem	Conclusion (5 types listed in drop down)	Notes
1691	PMC5673176	29107971	Sex differences in the characteristics and short-term prognosis of patients presenting with acute symptomatic pulmonary embolism	PLoS ONE	11/6/2017	FALSE				Gray-scale	
1692	PMC6186027	30314510	Functional analysis of a novel parasitic nematode-specific protein of by siRNA mediated RNA interference	Parasites &#x00026; Vectors	10/10/2018	FALSE				Definitely okay	
1693	PMC4678400	26667066	Discrimination of two-qubit unitaries via local operations and classical communication	Scientific Reports	12/15/2015	FALSE				Gray-scale	
1694	PMC3139871	21792368	Coprescription of Chinese Herbal Medicine and Western Medications among Prostate Cancer Patients: A Population-Based Study in Taiwan	Evidence-based Complementary and Alternative Medicine : eCAM	7/18/2012	FALSE				Gray-scale	
1695	PMC9571706	36234076	On the Electronic Structure of 2H-MoS: Correlating DFT Calculations and In-Situ Mechanical Bending on TEM	Materials	9/28/2022	FALSE				Definitely okay	
1696	PMC8774721	35052481	Effects of BPA, BPS, and BPF on Oxidative Stress and Antioxidant Enzyme Expression in Bovine Oocytes and Spermatozoa	Genes	1/14/2022	FALSE				Definitely okay	
1697	PMC6517898	31013802	Using Patient-Reported Outcomes to Predict Revision Arthroplasty Following Femoral Neck Fracture: Enhancing the Value of Clinical Registries through Data Linkage	International Journal of Environmental Research and Public Health	4/12/2019	FALSE				Gray-scale	
1698	PMC8957347	35235439	Proactive inhibition is marked by differences in the pattern of motor cortex activity during movement preparation and execution	Journal of Neurophysiology	4/1/2022	FALSE				Definitely okay	
1699	PMC6470188	31031637	Tissue Oxygenation in Response to Different Relative Levels of Blood-Flow Restricted Exercise	Frontiers in Physiology	4/11/2019	FALSE				Gray-scale	
1700	PMC7158131	32293552	Functional and genomic characterization of three novel cell lines derived from a metastatic gallbladder cancer tumor	Biological Research	4/15/2020	FALSE				Definitely okay	
1701	PMC7142121	32269274	Frequent Outpatient Visits Prevent Exacerbation of Chronic Obstructive Pulmonary Disease	Scientific Reports	4/8/2020	FALSE				Definitely okay	
1702	PMC8533354	34680534	Perfusion Patterns in Patients with Chronic Limb-Threatening Ischemia versus Control Patients Using Near-Infrared Fluorescence Imaging with Indocyanine Green	Biomedicines	10/9/2021	FALSE				Definitely okay	
1703	PMC8275384	34316294	Combined Effects of Virtual Reality and Computer Game-Based Cognitive Therapy on the Development of Visual-Motor Integration in Children with Intellectual Disabilities: A Pilot Study	Occupational Therapy International	7/5/2021	FALSE				Definitely okay	
1704	PMC6928076	31879548	Cytogenetic and molecular characteristics of rye genome in octoploid triticale (&#x000d7; Wittmack)	Comparative Cytogenetics	12/16/2019	TRUE	N	N	N	Definitely problematic	 The green fades into the blue
1705	PMC6855210	31787898	Gene Polymorphisms Are Associated With the Therapeutic Responses to Repaglinide in Chinese Patients With Type 2 Diabetes Mellitus	Frontiers in Pharmacology	11/7/2019	FALSE				Gray-scale	
1706	PMC6406484	30813224	The Effects of Swimming Training in Cold Water on Antioxidant Enzyme Activity and Lipid Peroxidation in Erythrocytes of Male and Female Aged Rats	International Journal of Environmental Research and Public Health	2/22/2019	FALSE				Gray-scale	
1707	PMC3824568	23884593	Mutational Analysis of cj0183 Promoter	Current Microbiology	7/25/2013	FALSE				Gray-scale	
1708	PMC4284680	25431926	Real-Time qPCR Identifies Suitable Reference Genes for Borna Disease Virus-Infected Rat Cortical Neurons	International Journal of Molecular Sciences	11/26/2014	FALSE				Definitely okay	
1709	PMC9682194	36438777	Reduction of oil uptake in vacuum fried chips via ultrasound assisted pretreatment	Frontiers in Nutrition	11/9/2022	FALSE				Gray-scale	
1710	PMC8395934	34445426	Regulation of Proteolytic Activity to Improve the Recovery of Nodavirus Capsid Protein	International Journal of Molecular Sciences	8/13/2021	FALSE				Definitely okay	
1711	PMC8492630	34611178	Design of 3D printable prosthetic foot to implement nonlinear stiffness behavior of human toe joint based on finite element analysis	Scientific Reports	10/5/2021	TRUE	Y	N	N	Definitely okay	
1712	PMC8492738	34611256	Utility of neutrophil CD64 in distinguishing bacterial infection from inflammation in severe alcoholic hepatitis fulfilling SIRS criteria	Scientific Reports	10/5/2021	FALSE				Gray-scale	
1713	PMC6113402	30186283	Calcium Oxalate Differentiates Human Monocytes Into Inflammatory M1 Macrophages	Frontiers in Immunology	8/22/2018	TRUE	Y	N	N	Probably okay	There is a green line near the axis that is harder to see in the simulated image.
1714	PMC5501949	28687074	Strength of functional signature correlates with effect size in autism	Genome Medicine	7/7/2017	FALSE				Definitely okay	
1715	PMC8825820	35136053	Observation of perfect diamagnetism and interfacial effect on the electronic structures in infinite layer Nd superconductors	Nature Communications	2/8/2022	TRUE	Y	N	N	Definitely okay	
1716	PMC9318145	35889751	Hypertension: Constraining the Expression of ACE-II by Adopting Optimal Macronutrients Diet Predicted via Support Vector Machine	Nutrients	7/7/2022	FALSE				Definitely okay	
1717	PMC9003213	35408068	Unifying Obstacle Detection, Recognition, and Fusion Based on the Polarization Color Stereo Camera and LiDAR for the ADAS	Sensors (Basel, Switzerland)	3/23/2022	TRUE	Y	N	N	Definitely okay	
1718	PMC9441056	36057613	Profiling symptom burden and its influencing factors at discharge for patients undergoing lung cancer surgery: a cross-sectional analysis	Journal of Cardiothoracic Surgery	9/3/2022	FALSE				Gray-scale	
1719	PMC7565131	32664507	Adherence to Vaccination Policy among Public Health Professionals: Results of a National Survey in Italy	Vaccines	7/11/2020	FALSE				Gray-scale	
1720	PMC3530599	23300607	PG545, a Heparan Sulfate Mimetic, Reduces Heparanase Expression , Blocks Spontaneous Metastases and Enhances Overall Survival in the 4T1 Breast Carcinoma Model	PLoS ONE	12/26/2012	FALSE				Definitely okay	
1721	PMC4187076	25298791	Molecular ordering at electrified interfaces: Template and potential effects	Beilstein Journal of Organic Chemistry	9/23/2014	FALSE				Definitely okay	
1722	PMC6027423	29899262	Easy Synthesis and Characterization of Holmium-Doped SPIONs	Nanomaterials	6/13/2018	FALSE				Gray-scale	
1723	PMC7755650	33363169	BMSC-Derived Exosomal miR-29a Promotes Angiogenesis and Osteogenesis	Frontiers in Cell and Developmental Biology	12/9/2020	FALSE				Definitely okay	
1724	PMC6296300	30627405	Copper-mediated 1,2-bis(trifluoromethylation) of arynes	Chemical Science	9/21/2018	FALSE				Definitely okay	
1725	PMC4239894	25320908	Temperature and Magnetic Field Driven Modifications in the I-V Features of Gold-DNA-Gold Structure	Sensors (Basel, Switzerland)	10/15/2014	FALSE				Definitely okay	
1726	PMC5873281	29344954	Mixed ductal&#x02010;lobular carcinomas: evidence for progression from ductal to lobular morphology	The Journal of Pathology	4/9/2018	TRUE	Y	Y	N	Definitely okay	
1727	PMC9283900	35847817	A Prospective Study Evaluating Cumulative Incidence and a Specific Prediction Rule in Pulmonary Embolism in COVID-19	Frontiers in Medicine	7/1/2022	FALSE				Gray-scale	
1728	PMC8665500	34895144	Genome-wide association of single nucleotide polymorphism loci and candidate genes for frogeye leaf spot () resistance in soybean	BMC Plant Biology	12/11/2021	TRUE	Y	Y	N	Definitely okay	
1729	PMC9454811	36077734	Comparison of Genomic Profiling Data with Clinical Parameters: Implications for Breast Cancer Prognosis	Cancers	8/30/2022	FALSE				Gray-scale	
1730	PMC3430594	22537946	Examination of PHB Depolymerases in : Further Elucidation of the Roles of Enzymes in PHB Homeostasis	AMB Express	4/26/2012	FALSE				Gray-scale	
1731	PMC6852536	31342611	variants and phenotypes among 1,079 patients with Pompe disease: Data from the Pompe Registry	Human Mutation	11/7/2019	FALSE				Definitely okay	
1732	PMC9143628	35628328	Inhalative as well as Intravenous Administration of HS Provides Neuroprotection after Ischemia and Reperfusion Injury in the Rats&#x02019; Retina	International Journal of Molecular Sciences	5/15/2022	FALSE				Gray-scale	
1733	PMC4635584	26545734	Actions following adverse drug events &#x02013; how do these influence uptake and utilisation of newer and/or similar medications?	BMC Health Services Research	11/6/2015	TRUE	Y	Y	Y	Definitely okay	
1734	PMC9689275	36429305	Enhancing Antioxidants Extraction from Agro-Industrial By-Products by Enzymatic Treatment	Foods	11/18/2022	FALSE				Gray-scale	
1735	PMC4415257	25903471	Which factors influence the resort to surrogate consent in stroke trials, and what are the patient outcomes in this context?	BMC Medical Ethics	4/24/2015	FALSE				Gray-scale	
1736	PMC8637124	34869296	Visible Light-Activated Carbon Dots for Inhibiting Biofilm Formation and Inactivating Biofilm-Associated Bacterial Cells	Frontiers in Bioengineering and Biotechnology	11/18/2021	FALSE				Definitely okay	
1737	PMC8396311	34445529	Development of a Rapid Fluorescent Diagnostic System to Detect Subtype H9 Influenza A Virus in Chicken Feces	International Journal of Molecular Sciences	8/17/2021	FALSE				Definitely okay	
1738	PMC7708330	33312178	MAFB and MAF Transcription Factors as Macrophage Checkpoints for COVID-19 Severity	Frontiers in Immunology	11/18/2020	TRUE	Y	Y	Y	Definitely okay	
1739	PMC4848484	27121191	Cancer stem cells are underestimated by standard experimental methods in clear cell renal cell carcinoma	Scientific Reports	4/28/2016	TRUE	N	N	N	Definitely problematic	
1740	PMC3707888	23874387	Transcriptional Repression of Bim by a Novel YY1-RelA Complex Is Essential for the Survival and Growth of Multiple Myeloma	PLoS ONE	7/10/2013	FALSE				Gray-scale	
1741	PMC6790367	31004558	Genome&#x02010;wide association analyses reveal the genetic basis of combining ability in rice	Plant Biotechnology Journal	11/29/2019	TRUE	Y	Y	Y	Definitely okay	
1742	PMC4335562	25705127	Antioxidant and anti-inflammatory activity of Ocimum labiatum extract and isolated labdane diterpenoid	Journal of Inflammation (London, England)	1/20/2015	TRUE	Y	N	Y	Definitely okay	
1743	PMC7824108	33396791	Development of Tandem Mass Tag Labeling Method for Lipid Molecules Containing Carboxy and Phosphate Groups, and Their Stability in Human Serum	Metabolites	12/30/2020	FALSE				Definitely okay	
1744	PMC6821786	31708840	The Mediating Role of Coping Styles on Impulsivity, Behavioral Inhibition/Approach System, and Internet Addiction in Adolescents From a Gender Perspective	Frontiers in Psychology	10/24/2019	FALSE				Gray-scale	
1745	PMC8705691	34947247	Experimental and Numerical Studies on the Behaviors of Autoclaved Aerated Concrete Panels with Insulation Boards Subjected to Wind Loading	Materials	12/12/2021	FALSE				Definitely okay	
1746	PMC9771385	36568580	Interpretable machine learning for predicting pathologic complete response in patients treated with chemoradiation therapy for rectal adenocarcinoma	Frontiers in Artificial Intelligence	12/7/2022	FALSE				Definitely okay	
1747	PMC4802843	27004516	Microglial migration and interactions with dendrimer nanoparticles are altered in the presence of neuroinflammation	Journal of Neuroinflammation	3/22/2016	TRUE	NA	NA	Y	Definitely okay	
1748	PMC9317966	35552369	Structure-function analysis of the AMPK activator SC4 and identification of a potent pan AMPK activator	Biochemical Journal	6/8/2022	FALSE				Gray-scale	
1749	PMC7830664	33467761	Recommendations for Standardizing Thorax PET&#x02013;CT in Non-Human Primates by Recent Experience from Macaque Studies	Animals : an Open Access Journal from MDPI	1/15/2021	FALSE				Definitely okay	
1750	PMC6252353	30510544	Distribution of Transferable Antibiotic Resistance Genes in Laboratory-Reared Edible Mealworms ( L.)	Frontiers in Microbiology	11/19/2018	FALSE				Definitely okay	
1751	PMC5611777	28979576	Effect of 10% Strontium Chloride and 5% Potassium Nitrate with Fluoride on Bleached Bovine Enamel	The Open Dentistry Journal	8/31/2017	FALSE				Gray-scale	
1752	PMC9519056	36188226	Prognostic and immunotherapeutic significance of mannose receptor C type II in 33 cancers: An integrated analysis	Frontiers in Molecular Biosciences	9/14/2022	FALSE				Definitely okay	
1753	PMC4709771	26839565	Epigenetic Reprogramming of Muscle Progenitors: Inspiration for Clinical Therapies	Stem Cells International	12/29/2016	TRUE	Y	Y	N	Definitely okay	
1754	PMC7905500	33625511	Association of Opioid Use Disorder Treatment With Alcohol-Related Acute Events	JAMA Network Open	2/24/2021	FALSE				Definitely okay	
1755	PMC4336733	25888410	Are the current MRI criteria using the DWI-FLAIR mismatch concept for selection of patients with wake-up stroke to thrombolysis excluding too many patients?	Scandinavian Journal of Trauma, Resuscitation and Emergency Medicine	2/19/2015	FALSE				Gray-scale	
1756	PMC6231684	30419063	Predicting functional networks from region connectivity profiles in task-based versus resting-state fMRI data	PLoS ONE	11/12/2018	FALSE				Definitely okay	
1757	PMC7233593	32421743	The impact of knowledge transfer performance on the artificial intelligence industry innovation network: An empirical study of Chinese firms	PLoS ONE	5/18/2020	FALSE				Gray-scale	
1758	PMC8524086	34675851	Online Learning Satisfaction During COVID-19 Pandemic Among Chinese University Students: The Serial Mediation Model	Frontiers in Psychology	10/5/2021	FALSE				Gray-scale	
1759	PMC7696005	33202764	Impact of COVID-19 on the Hong Kong Youth Quitline Service and Quitting Behaviors of Its Users	International Journal of Environmental Research and Public Health	11/13/2020	FALSE				Gray-scale	
1760	PMC6123736	30271910	Protein-enriched outer membrane vesicles as a native platform for outer membrane protein studies	Communications Biology	4/5/2018	TRUE	Y	N	Y	Definitely okay	
1761	PMC3462128	22871112	PKMiner: a database for exploring type II polyketide synthases	BMC Microbiology	8/8/2012	TRUE	Y	NA	Y	Definitely okay	
1762	PMC8656656	34885156	Oxidative Distress Induces Wnt/&#x003b2;-Catenin Pathway Modulation in Colorectal Cancer Cells: Perspectives on APC Retained Functions	Cancers	11/30/2021	FALSE				Gray-scale	
1763	PMC6439465	30968012	Modulation of Excited State Property Based on Benzo[a, c]phenazine Acceptor: Three Typical Excited States and Electroluminescence Performance	Frontiers in Chemistry	3/22/2019	TRUE	Y	N	N	Definitely okay	
1764	PMC9059919	37520275	Cold Spray: Over 30 Years of Development Toward a Hot Future	Journal of Thermal Spray Technology	5/2/2022	TRUE	N	N	N	Definitely problematic	
1765	PMC5970454	29801455	Identification and characterization of microRNAs in the pituitary of pubescent goats	Reproductive Biology and Endocrinology : RB&#x00026;E	5/25/2018	FALSE				Gray-scale	
1766	PMC9251073	35795765	Personalized Recommendation Algorithm of Smart Tourism Based on Cross-Media Big Data and Neural Network	Computational Intelligence and Neuroscience	6/26/2022	FALSE				Definitely okay	
